DOI,Year,Keywords
10.3389/fmicb.2021.675352,2021,bacterial 16S rRNA; fungal ITS; metabarcoding; metagenomics; microbiome; soybean; spatial yield variation
10.1111/j.1364-3703.2012.00804.x,2012,N/A
10.1016/j.ijmm.2011.09.005,2011,N/A
10.1021/acs.est.3c03905,2023,diet; farmland birds; pesticide exposure; spatial ecology; treated seeds
10.1371/journal.pone.0200438,2018,N/A
10.1073/pnas.1313490111,2014,agricultural development; crop diversity; global analysis; plant genetic resources
10.3390/ijerph17207642,2020,DNA extraction; HAB monitoring; coastal monitoring; harmful algae; metabarcoding analysis; microscope; nutrient assay; phytoplankton; pigment assay; toxin assay
10.1038/s41598-024-63062-3,2024,N/A
10.7717/peerj.7169,2019,Bat ensemble; Faecal DNA; Foraging guild; Moth pest; Pine forest
10.1371/journal.pone.0109488,2014,N/A
10.1371/journal.pone.0043839,2012,N/A
10.1371/journal.pone.0021441,2011,N/A
10.1093/nar/gky1022,2019,N/A
10.1186/s40168-017-0259-5,2017,Biogeography; Kingdom Fungi; Niche modelling; Phylogenetic lineages; Random forest
10.1098/rspb.2015.2243,2015,454 pyrosequencing; Dikarya; chytrids; sediment communities
10.1128/AEM.01156-07,2008,N/A
10.3390/biology10111092,2021,DNA-based methods; Mediterranean transitional waters; benthic macroinvertebrates; biomonitoring programs; ecological status assessment; incomplete DNA barcode reference libraries
10.3390/microorganisms11010169,2023,Aureococcus anophagefferens; Gyrodinium helveticum; eukaryotic plankton communities; metagenomics; nucleocytoplasmic large DNA viruses; sub-arctic sea
10.3897/mycokeys.53.34761,2019,SMRT sequencing; high-throughput sequencing; lichenised fungi; long amplicon analysis (LAA)
10.1128/AEM.02639-15,2016,N/A
10.1128/AEM.00052-20,2020,coffee; field management; functional diversity; fungi; guild; metabarcoding; nitrogen; organic agriculture; shade; soil ecology
10.7759/cureus.65002,2024,fruit allergy; fruit latex syndrome; ige (immunoglobulin e); latex allergy; oral allergy syndrome
10.1038/s41597-020-0567-7,2020,N/A
10.1371/journal.pone.0184223,2017,N/A
10.1371/journal.pone.0092733,2014,N/A
10.1371/journal.pone.0221770,2019,N/A
10.1038/srep10189,2015,N/A
10.1371/journal.pone.0244724,2021,N/A
10.1186/s13071-019-3750-y,2019,28S; ABGD; Barcoding; Biodiversity; Crenobiosis; Phylogeny; Species delimitation; Springs; cox1
10.3390/microorganisms8020208,2020,16S rRNA; Lirima; NGS; archaea; microbial diversity; terrestrial hydrothermal systems; thermophiles
10.1038/s41598-022-23799-1,2022,N/A
10.1002/ece3.6507,2020,Japan; alpine streams; climate change; groundwater; invertebrates
10.1038/s41598-018-35299-2,2018,N/A
10.1073/pnas.1714341115,2018,Mars; aridity; biomarker; habitat; microbial activity
10.3389/fmicb.2017.01435,2017,Atacama Desert; environmental genomics; hyperarid; hypersaline; metagenome; salar; salt crust
10.1073/pnas.0608255104,2007,N/A
10.1038/s43705-022-00185-6,2022,N/A
10.1038/ismej.2015.142,2016,N/A
10.1038/s41598-024-57214-8,2024,N/A
10.1111/mec.16640,2022,Coccidioides; air; dispersal; fungi; mycobiome; soil
10.1111/1751-7915.13395,2019,N/A
10.1038/srep19639,2016,N/A
10.1038/ismej.2008.127,2009,N/A
10.1007/s00442-021-05047-x,2021,Automated radio telemetry; Benthic invertebrates; DNA metabarcoding; Plasma metabolites; Standardised Precipitation-Evapotranspiration Index—SPEI
10.1073/pnas.0704350104,2007,N/A
10.1093/aje/kwq223,2010,N/A
10.1093/aje/kwq037,2010,N/A
10.1093/aje/kwq075,2010,N/A
10.1371/journal.pone.0269938,2022,N/A
10.1007/s13280-019-01308-5,2020,Arctic; Birds; Demography; Monitoring; Population trend; Tundra
10.1002/ece3.3517,2017,arctic; phenological advancement; phenological mismatch; phenotypic plasticity; shorebirds; trophic mismatch
10.1002/ece3.2361,2016,Bird migration; Calidris alba; chick growth; climate change; nest survival; phenology; timing; trophic interactions; trophic mismatch
10.1073/pnas.212251999,2002,N/A
10.3390/microorganisms9030549,2021,climate change; co-occurrence networks; lake ecosystem; protist plankton communities
10.1038/s41564-021-00888-x,2021,N/A
10.1371/journal.pbio.3000106,2019,N/A
10.1111/j.1365-294X.2012.05552.x,2012,N/A
10.3390/jof9111095,2023,Antarctica; Arctic; extreme environments; fungal community; fungal diversity; fungal ecology; next generation sequencing; polar lakes
10.3390/life8030031,2018,AFLP; Hortaea werneckii; epidemiology; haplotype networks; multilocus sequencing
10.1128/JCM.41.9.4101-4106.2003,2003,N/A
10.1042/bj1780521,1979,N/A
10.1016/j.crpvbd.2021.100052,2021,Babesia; Haemoprotozoa; Hepatozoon; Marsupial; Theileria; Trypanosoma; Wildlife
10.1128/AEM.01630-16,2016,N/A
10.1128/spectrum.04163-22,2023,Nanopore sequencing; boxwood health; chlorothalonil; environmental microbiology; integrated pest management; phyllosphere microbiome; propiconazole; systems approach
10.1093/evlett/qrad021,2023,bacteriotherapy; coprophagia; fecal microbiota transplant; microbiome development; offspring; ostrich
10.3390/ani9050268,2019,behavior; coprophagy; pig performance
10.1186/BF03547786,1998,N/A
10.1093/femsec/fiad046,2023,DOK trial; farmyard manure; long-term field experiment; soil microbial diversity; soil quality; stocking density
10.1038/s41598-023-47099-4,2023,N/A
10.1038/s41598-019-41160-x,2019,N/A
10.1128/MMBR.00050-14,2015,N/A
10.1128/MMBR.00054-12,2013,N/A
10.1371/journal.pone.0281081,2023,N/A
10.1038/s41396-021-01054-1,2022,N/A
10.1038/s41467-024-50873-1,2024,N/A
10.1126/sciadv.adk3032,2024,N/A
10.1126/sciadv.abo7434,2022,N/A
10.1038/s41467-017-02421-3,2018,N/A
10.1073/pnas.1502545112,2016,browsers; ecosystem functions; herbivore diversity; landscape structure; megaherbivore
10.1128/mSystems.00957-21,2022,Fagus sylvatica; ammonium; fungi; metatranscriptome; mycorrhiza; nitrate; nitrogen stress; symbiosis
10.1371/journal.pone.0158823,2016,N/A
10.1128/AEM.01703-09,2010,N/A
10.3390/microorganisms10122493,2022,competitive exclusion; environmental filtering; eukaryotes; freshwater; karst; phagotrophic
10.1111/1755-0998.13592,2023,psbO; 18S rRNA; Tara Oceans; metabarcoding; metagenomics; metatranscriptomics; photosynthesis; phytoplankton
10.1073/pnas.1902538116,2019,cyanobacteria; dinoflagellate; metagenomics; single-cell genomics; symbiosis
10.1128/spectrum.04793-22,2023,Acinetobacter; Methylobacterium; Polynucleobacter; bacterioplankton; carbon cycle; dissolved organic carbon; dissolved organic matter; humic acids; microbiome
10.1002/ece3.8293,2021,diet dissimilarity; multi‐proxy diet analysis; prey preference; small pelagic fish; trophic interactions; trophic niche width
10.1038/s41598-020-74602-y,2020,N/A
10.1111/mec.16448,2022,aspen; assembly history; dead wood; insects; latent fungi; secondary metabolites; wood decay fungi
10.7554/eLife.84190,2023,bioacoustics; biologging; ecology; foraging behavior; high risk-high gain strategy; prey profitability; prey switching
10.1371/journal.pone.0155497,2016,N/A
10.1002/ece3.7434,2021,16S rRNA; BEF‐China; Bacteria; Lepidoptera; Microbial ecology; herbivore‐associated microbiome; leaf characteristics
10.1371/journal.pone.0056329,2013,N/A
10.7554/eLife.78129,2022,ecology; genetics; genomics; metabarcoding; metagenomics; microbial oceanography; plankton biogeography
10.1038/ncomms11239,2016,N/A
10.1073/pnas.1212424110,2013,N/A
10.1128/msphere.00233-24,2024,Callithrix jacchus; common marmosets; gut microbiota; sociality
10.7717/peerj.9365,2020,Caatinga; Callithrix jacchus; Common marmosets; Cortisol; Environmental stress
10.1093/conphys/cox020,2017,Anthropogenic disturbance; bats; body mass; chronic stress; fragmentation; white blood cell count
10.1098/rspb.2007.1260,2008,N/A
10.1002/ecy.3921,2023,Gorongosa National Park; Mozambique; dietary niche differentiation; endogenous resources; intraspecific individual variability; niche variation hypothesis; optimal foraging theory; resource partitioning; state-dependent behavior; trophic specialization
10.1371/journal.pone.0249860,2021,N/A
10.1371/journal.pone.0205078,2018,N/A
10.1186/s12898-015-0055-7,2016,N/A
10.1073/pnas.73.11.3928,1976,N/A
10.1038/s41467-021-25235-w,2021,N/A
10.1016/j.cell.2019.10.014,2019,Tara Oceans; biogeochemistry; community turnover; eco-systems biology; gene expression change; global ocean microbiome; metagenome; metatranscriptome; microbial ecology; ocean warming
10.3389/fmicb.2017.01736,2017,DOM; bacteria; diazotroph; mesopelagic; nifH; nitrogenase; oxygen minimum zone
10.1371/journal.pone.0019223,2011,N/A
10.1126/sciadv.abj9309,2022,N/A
10.1073/pnas.2204400119,2022,community assembly; dietary niche partitioning; ecological network analysis; modern coexistence theory; ungulate foraging behavior
10.1126/sciadv.abd2848,2020,N/A
10.1371/journal.pbio.1000210,2009,N/A
10.1017/s0950268800047786,1990,N/A
10.1128/spectrum.01953-21,2022,Atlantic salmon; MOS; NGS; gut model; in vitro; microbiome
10.7717/peerj.2836,2017,16S rRNA gene; Alpha-diversity; Beta-diversity; Correlations; Host-microbe interactions; Microbial profile; Microbiome analysis; R script; Statistical analysis
10.1136/gutjnl-2015-309333,2016,CROHN'S DISEASE; IBD BASIC RESEARCH; INTESTINAL MICROBIOLOGY; SMALL BOWEL DISEASE; TNF
10.1016/j.cell.2007.08.017,2007,N/A
10.1016/j.immuni.2006.09.013,2006,N/A
10.3390/jof8040373,2022,Hevea brasiliensis; diversity; fungi; leaves; metagenomics; multiOmics
10.1038/s41598-019-48943-2,2019,N/A
10.3389/fmicb.2019.01220,2019,dryland agriculture; fungal communities; fungal guilds; shrubland; wastewater
10.1016/j.scitotenv.2020.144208,2021,Biofilms; Environmental DNA; Macroinvertebrates; Metabarcoding
10.1016/j.ecolind.2019.105775,N/A,N/A
10.1371/journal.pone.0130035,2015,N/A
10.1111/jpy.12886,2019,Fragilaria; DNA barcoding; cryptic taxa; integrative taxonomy; rbcL; species delimitation; taxonomy
10.1002/edn3.193,N/A,N/A
10.1111/j.1365-294X.2011.05418.x,2012,N/A
10.1038/s43705-022-00118-3,2022,N/A
10.3389/fmicb.2019.00261,2019,Fusarium communities; bacterial communities; biocontrol agents; co-occurrence network; fungal communities; maize residues
10.1186/s12862-023-02118-w,2023,Aquatic invertebrates; Biodiversity; Biomonitoring; Metabarcoding; Stream ecology
10.1016/j.scitotenv.2019.04.247,2019,Biological monitoring; DNA barcoding; Freshwater; Marine; Quality assurance; Reference library
10.1111/fwb.13487,N/A,N/A
10.1016/j.biocon.2014.11.029,N/A,N/A
10.1111/mec.15620,2021,biomonitoring; detection probability; ecological indicators; high-throughput sequencing; multimarker metabarcoding
10.1007/s10750-020-04260-8,N/A,N/A
10.1002/eap.2457,2021,bats; community; ecosystem services; food webs; pest control; predator-prey interactions
10.1002/edn3.125,N/A,N/A
10.1017/S0007485300008579,N/A,N/A
10.1002/edn3.130,N/A,N/A
10.3897/BDJ.8.e55137,2020,Plecoptera; COI; DNA barcode; continental Portugal; continental Spain; occurrence records; species distributions
10.1038/srep09687,2015,N/A
10.3897/zookeys.264.4440,2013,Area de Conservacion Guanacaste; Arecaceae; DNA barcodes; Dunama; Heliconia; INBio; Musa; caterpillars; inventory; moths; tropical forest
10.3897/BDJ.11.e97484,2023,DNA barcode; Trichoptera; continental Portugal; continental Spain; cytochrome c oxidase subunit I (COI); occurrence records; species distributions
10.1080/01650424.2019.1571612,N/A,N/A
10.1016/j.scitotenv.2018.02.038,2018,Environmental nanotechnology; Molecular weight distribution; Nanomaterial fate and transport; Natural organic matter; Preferential sorption; Remediation
10.1007/s00216-018-1235-z,2018,Gas chromatography; Noble gases; Primary standard mixtures; Thermal conductivity detection
10.3897/BDJ.9.e69841,2021,Diptera; Limoniidae; Pediciidae; Tipulidae; COI; DNA barcode; Portugal; occurrence records
10.1111/1755-0998.13060,2019,bird; diet; metabarcoding; morphological identification; overlapping markers; secondary predation
10.3897/zookeys.592.8316,2016,Asaphidion; Central Europe; German Barcode of Life; Ocys; Sinechostictus; cytochrome c oxidase subunit I; mitochondrial DNA; molecular specimen identification
10.1371/journal.pone.0161664,2016,N/A
10.1371/journal.pone.0059520,2013,N/A
10.1139/gen-2015-0220,2017,DNA barcoding; bioassessment; codage à barres de l’ADN; communauté marine macrobenthique; high-throughput sequencing; marine macrobenthos; séquençage à haut débit; évaluation de la biodiversité
10.1371/journal.pone.0114162,2014,N/A
10.1093/genetics/158.2.885,2001,N/A
10.1016/j.ecss.2020.106683,N/A,N/A
10.1111/j.1365-294X.2009.04473.x,2010,N/A
10.1093/molbev/msl040,2006,N/A
10.1016/j.rsma.2020.101341,N/A,N/A
10.1016/j.scitotenv.2020.141969,2021,Freshwater; Macroinvertebrates; Rivers; Stressor effects; Taxonomic resolution
10.1016/j.ecolind.2020.106383,N/A,N/A
10.1186/s12302-018-0157-x,N/A,N/A
10.1523/JNEUROSCI.20-09-03139.2000,2000,N/A
10.1016/j.bios.2013.01.006,2013,N/A
10.1111/1755-0998.12940,2018,agriculture; biomonitoring; community ecology; ecological genetics; invertebrates
10.1111/mec.14350,2017,bioinformatic pipeline; biomonitoring; citizen science; conservation; eDNA; ecology; invasive species; macro-organism; species richness
10.1093/database/bay012,2018,N/A
10.1172/JCI60433,2012,N/A
10.1186/s12866-023-03161-9,2024,16S rRNA; Disease; Infection; Lesion; Microbiome; Pathogenic
10.1038/s41598-020-78534-5,2020,N/A
10.1126/science.1133609,2006,N/A
10.1093/femspd/ftad025,2023,16S rRNA high throughput sequencing; Strongylocentrotus purpuratus; bacterial infection; echinoderm; microbiome
10.3389/fimmu.2018.03128,2018,amphibian; antimicrobial peptides (AMPs); anuran; epithelial cells; mucosal tissue; pattern recognition receptors (PRRs); skin immunology; skin microbiome
10.1128/IAI.00402-10,2010,N/A
10.7717/peerj.3687,2017,16S rRNA; Amvrakikos Gulf; Illumina sequencing; Prokaryotes; Salinity gradient; Sediment
10.1007/s00203-011-0787-5,2012,N/A
10.1128/AEM.72.5.3685-3695.2006,2006,N/A
10.1016/j.margen.2016.01.005,2016,16S rRNA; Amvrakikos Gulf; Bacteria; Lagoons; Pyrosequencing; Sediment
10.1002/elps.1150190416,1998,N/A
10.1038/srep02471,2013,N/A
10.1128/AEM.00794-07,2007,N/A
10.1111/MEC.12985,2014,Actinobacteria; Cyanobacteria; freshwater reservoir; lignin degradation; metagenomics; rhodopsins
10.1016/j.tim.2009.06.003,2009,N/A
10.1111/1462-2920.12532,2015,N/A
10.1038/ncomms1167,2011,N/A
10.1093/femsec/fiv086,2015,Arcobacter; Epsilonproteobacteria; Green Sulfur Bacteria; dark inorganic carbon fixation; euxinic waters; karstic lakes; sulphidic redoxclines
10.3389/fmicb.2017.01151,2017,Synechococcus; abundance; freshwater reservoirs; metagenomics; picocyanobacteria; smallest estimated size
10.3389/fmicb.2017.02131,2017,freshwater Verrucomicrobia; genome streamlining; metagenomics; nitrogen fixation; rhodopsin
10.1128/AEM.70.10.5875-5881.2004,2004,N/A
10.1186/s40168-018-0513-5,2018,Deep chlorophyll maximum; Mediterranean; Photic zone; Stenobathic; Stratification
10.1111/1462-2920.14377,2018,N/A
10.1038/ismej.2017.156,2018,N/A
10.3389/fmicb.2019.00908,2019,Byers Peninsula; Maritime Antarctic lakes; bacterioplankton; environmental gradients; next-generation sequencing
10.3390/microorganisms9102077,2021,Biolog Ecoplates; Byers Peninsula; FAPROTAX; biogeochemical cycles; functional diversity; maritime Antarctic lakes; metabolism inference; microbial co-occurrence network; next-generation sequencing
10.1128/MMBR.00028-10,2011,N/A
10.1038/s41396-022-01282-z,2022,N/A
10.1038/s41396-020-00775-z,2021,N/A
10.1093/sysbio/syu069,2015,N/A
10.1093/sysbio/sys034,2012,N/A
10.1186/s12915-022-01379-z,2022,Brackish; Cyanobium; Freshwater; Genomics; Marine; Salinity divide; Synechococcus
10.1128/AEM.01272-10,2011,N/A
10.1128/spectrum.01112-23,2023,Gemmatimonadota; MAGs; RuBisCO; anoxygenic phototrophs; gemmatimonadetes; metagenome
10.1038/ismej.2012.125,2013,N/A
10.1080/09670262.2011.554886,N/A,N/A
10.1093/molbev/msv092,2015,Medicago truncatula; SNP; linkage disequilibrium; next generation sequencing; nodule; root; selective sweep; transcriptomics
10.3390/v10120715,2018,MCP; algal viruses; arctic; g23; marine; metabarcoding; myovirus; polar winter; succession
10.1038/ismej.2015.125,2016,N/A
10.1073/pnas.1319778111,2014,Bayesian network; microbial ecology; virus
10.1093/ismeco/ycae014,2024,POC flux; Sargasso Sea; amplicon metabarcoding; parasitism; plankton ecology; species networks; syndiniales
