DOI,Year,Keywords,MeSH Terms,Major Topics,Subheadings,Journal Abbreviation,Affiliation,Country,Grants,Authors,Publisher
10.1371/journal.pone.0177643,2017,N/A,"Animals; Biodiversity; Dna Barcoding, Taxonomic; Dna Primers; Environment; Environmental Monitoring; Introduced Species; Invertebrates; Lakes; Sequence Analysis, Dna","Biodiversity; Dna Barcoding, Taxonomic; Environment; Introduced Species; Lakes",Genetics; Classification; Genetics,PLoS One,N/A,United States,N/A,Katy E Klymus; Nathaniel T Marshall; Carol A Stepien,N/A
10.7717/peerj.13477,2022,Environmental DNA; Freshwater; Fungi; Metabarcoding; Method,"Animals; Dna Barcoding, Taxonomic; Dna, Fungal; Biodiversity; Lakes; Dna, Environmental","Dna Barcoding, Taxonomic; Dna, Environmental",Methods; Genetics,PeerJ,N/A,United States,N/A,Shunsuke Matsuoka; Yoriko Sugiyama; Mariko Nagano; Hideyuki Doi,N/A
10.1098/rspb.2023.1614,2024,18S rRNA; Arctic; community ecology; environmental DNA; indicator species; metabarcoding,"Dna, Environmental; Ecosystem; Biodiversity; Climate; Geologic Sediments","Dna, Environmental",N/A,Proc Biol Sci,N/A,England,N/A,Nathan R Geraldi; Dorte Krause-Jensen; Sarah B Ørberg; Larissa Frühe; Mikael K Sejr; Jørgen L S Hansen; Lars Lund-Hansen; Carlos M Duarte,N/A
10.1038/s41598-018-27048-2,2018,N/A,"Animals; Biodiversity; Dna; Dna Barcoding, Taxonomic; Electron Transport Complex Iv; Environment; Metagenomics; Rna, Ribosomal, 18S",Biodiversity; Environment,Genetics; Isolation & Purification; Methods; Genetics; Methods; Genetics,Sci Rep,N/A,England,N/A,Erin K Grey; Louis Bernatchez; Phillip Cassey; Kristy Deiner; Marty Deveney; Kimberly L Howland; Anaïs Lacoursière-Roussel; Sandric Chee Yew Leong; Yiyuan Li; Brett Olds; Michael E Pfrender; Thomas A A Prowse; Mark A Renshaw; David M Lodge,N/A
10.1002/ece3.10681,2023,biodiversity; environmental DNA; fish detection; the upper Yangtze River,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Yanjun Shen; Yufeng Zhang; Ruli Cheng; Wei Wang; Cong Duan; Zhihao Liu; Qiliang Chen; Yingwen Li; Meng Wang; Yang Luo,N/A
10.1111/mec.15811,2021,Oncorhynchus; aquatic community; biodiversity; environmental DNA; genetic diversity; metabarcoding,"Animals; California; Dna Barcoding, Taxonomic; Dna, Environmental; Genetic Variation; Oncorhynchus; Oregon; Phylogeny; Salmon; Trout",Oncorhynchus,Analysis; Genetics; Genetics; Genetics,Mol Ecol,N/A,England,N/A,Kevin Weitemier; Brooke E Penaluna; Laura L Hauck; Lucas J Longway; Tiffany Garcia; Richard Cronn,N/A
10.1098/rsos.180537,2018,cetacean; environmental DNA; next-generation sequencing; population genetics; porpoise; stock,N/A,N/A,N/A,R Soc Open Sci,N/A,England,N/A,Kim M Parsons; Meredith Everett; Marilyn Dahlheim; Linda Park,N/A
10.1371/journal.pone.0041781,2012,N/A,"Acoustics; Animals; Biodiversity; Dna; Dna, Mitochondrial; Denmark; Ecosystem; Environment; Environmental Monitoring; Fresh Water; Mammals; Models, Genetic; Polymerase Chain Reaction; Porpoises; Species Specificity",Ecosystem,Metabolism; Metabolism; Methods; Physiology; Physiology,PLoS One,N/A,United States,N/A,Andrew D Foote; Philip Francis Thomsen; Signe Sveegaard; Magnus Wahlberg; Jos Kielgast; Line A Kyhn; Andreas B Salling; Anders Galatius; Ludovic Orlando; M Thomas P Gilbert,N/A
10.7717/peerj.15171,2023,Aerial survey; Aeroallergen; Air filtration; Air sampler; Atmospheric survey; Bioaerosol; Biodefense; Biomonitoring; Environmental DNA; Environmental genetics; Metabarcoding,"Animals; Aircraft; Atmosphere; Bacteria; Biodiversity; Dna Barcoding, Taxonomic; Dna, Environmental; Environmental Monitoring; Plants; Vertebrates","Atmosphere; Dna, Environmental; Environmental Monitoring",Analysis; Genetics; Methods; Genetics; Methods; Genetics; Genetics,PeerJ,N/A,United States,N/A,Kimberly L Métris; Jérémy Métris,N/A
10.7717/peerj.11619,2021,Benthos; Community Ecology; DNA Extraction; Metabarcoding; Environmental DNA; Environmental impact; Marine biology,N/A,N/A,N/A,PeerJ,N/A,United States,N/A,Jon T Hestetun; Anders Lanzén; Thomas G Dahlgren,N/A
10.1111/mec.16364,2022,DNA; diversity assessment; fish; invertebrates; meta-analysis; metabarcoding; microorganisms,"Animals; Biodiversity; Biota; Dna; Dna Barcoding, Taxonomic; Dna, Environmental; Environmental Monitoring","Dna Barcoding, Taxonomic; Dna, Environmental",Genetics; Methods; Methods,Mol Ecol,N/A,England,N/A,François Keck; Rosetta C Blackman; Raphael Bossart; Jeanine Brantschen; Marjorie Couton; Samuel Hürlemann; Dominik Kirschner; Nadine Locher; Heng Zhang; Florian Altermatt,N/A
10.1371/journal.pone.0081327,2013,N/A,Animals; Biodiversity; High-Throughput Nucleotide Sequencing; Zooplankton,N/A,Methods; Classification; Genetics,PLoS One,N/A,United States,N/A,Penelope K Lindeque; Helen E Parry; Rachel A Harmer; Paul J Somerfield; Angus Atkinson,N/A
10.1101/gr.112730.110,2011,N/A,"Artifacts; Bacteria; Base Sequence; Chimera; Dna, Bacterial; Dna, Ribosomal; Genomics; Molecular Sequence Data; Nucleic Acid Amplification Techniques; Polymerase Chain Reaction; Rna, Bacterial; Rna, Ribosomal, 16S; Sequence Analysis, Dna",Artifacts,Classification; Genetics; Genetics; Analysis; Genetics; Genetics; Methods; Methods; Genetics; Analysis; Methods,Genome Res,N/A,United States,U54-HG004969; U54-HG003079; U54 AI084844; U54 HG003273; U01 HG004866; N01-AI30071; U54-AI084844; U01-HG004866; U54 HG003079; U54 HG004969; U54-HG004973; N01 AI030071; U54-HG003273; U54 HG004973; U54-HG004968; U54 HG004968,Brian J Haas; Dirk Gevers; Ashlee M Earl; Mike Feldgarden; Doyle V Ward; Georgia Giannoukos; Dawn Ciulla; Diana Tabbaa; Sarah K Highlander; Erica Sodergren; Barbara Methé; Todd Z DeSantis; Joseph F Petrosino; Rob Knight; Bruce W Birren,N/A
10.1111/mec.15646,2021,aquatic bioindication; biomonitoring; diatoms; environmental DNA; metabarcoding; taxonomy-free,"Biomarkers; Dna Barcoding, Taxonomic; Diatoms; Environmental Monitoring; Machine Learning; Rivers",Diatoms; Rivers,Genetics,Mol Ecol,N/A,England,N/A,Laure Apothéloz-Perret-Gentil; Agnès Bouchez; Tristan Cordier; Arielle Cordonier; Julie Guéguen; Frederic Rimet; Valentin Vasselon; Jan Pawlowski,N/A
10.1002/ece3.4985,2019,Dreissena; Great Lakes; environmental DNA; high‐throughput sequencing; invasive species,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Nathaniel T Marshall; Carol A Stepien,N/A
10.1371/journal.pone.0253104,2021,N/A,"Animals; Biodiversity; California; Dna, Environmental; Environmental Monitoring; Fishes; Kelp",Biodiversity; Environmental Monitoring,Genetics; Genetics; Genetics,PLoS One,N/A,United States,N/A,Keira Monuki; Paul H Barber; Zachary Gold,N/A
10.1002/ece3.9672,2023,deep‐sea; depth range; environmental DNA; genetic reference database; marine fishes; metabarcoding markers,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Agnès Duhamet; Camille Albouy; Virginie Marques; Stephanie Manel; David Mouillot,N/A
10.1038/s41598-020-78525-6,2020,N/A,"Animals; Australia; Biodiversity; Cell Nucleus; Dna Barcoding, Taxonomic; Dna, Environmental; Eukaryota; Indian Ocean; Metagenomics; Mitochondria; Rna, Ribosomal, 16S","Biodiversity; Dna Barcoding, Taxonomic; Metagenomics",Genetics; Methods; Genetics; Genetics; Methods; Genetics; Genetics,Sci Rep,N/A,England,N/A,Katrina M West; Zoe T Richards; Euan S Harvey; Robert Susac; Alicia Grealy; Michael Bunce,N/A
10.1002/ece3.3123,2017,DNA metabarcoding; Neophoca cinerea; apex predator; dietary scat analysis; next generation sequencing,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Tina E Berry; Sylvia K Osterrieder; Dáithí C Murray; Megan L Coghlan; Anthony J Richardson; Alicia K Grealy; Michael Stat; Lars Bejder; Michael Bunce,N/A
10.1371/journal.pone.0058971,2013,N/A,"Animals; Biodiversity; Conservation Of Natural Resources; Dna Barcoding, Taxonomic; Diet; Ecosystem; Endangered Species; Environment; Feeding Behavior; Geography; Lemur; Plants","Dna Barcoding, Taxonomic; Endangered Species; Feeding Behavior; Lemur",Classification,PLoS One,N/A,United States,N/A,Erwan Quéméré; Fabrice Hibert; Christian Miquel; Emeline Lhuillier; Emmanuel Rasolondraibe; Julie Champeau; Clément Rabarivola; Louis Nusbaumer; Cyrille Chatelain; Laurent Gautier; Patrick Ranirison; Brigitte Crouau-Roy; Pierre Taberlet; Lounès Chikhi,N/A
10.1371/journal.pone.0020962,2011,N/A,"Animals; Conservation Of Natural Resources; Crops, Agricultural; Demography; Ecosystem; Feeding Behavior; Female; Fruit; Humans; Indonesia; Male; Pongo Abelii; Rain; Sex Characteristics; Time Factors",Conservation Of Natural Resources; Ecosystem,Physiology; Growth & Development; Physiology,PLoS One,N/A,United States,N/A,Gail Campbell-Smith; Miran Campbell-Smith; Ian Singleton; Matthew Linkie,N/A
10.1371/journal.pone.0011510,2010,N/A,Animals; Ecosystem; Malaysia; Pongo Pygmaeus; Trees,Ecosystem; Pongo Pygmaeus,N/A,PLoS One,N/A,United States,N/A,Marc Ancrenaz; Laurentius Ambu; Indra Sunjoto; Eddie Ahmad; Kennesh Manokaran; Erik Meijaard; Isabelle Lackman,N/A
10.1002/ece3.11382,2024,Salmincola edwardsii; eDNA; metabarcoding; occupancy modeling; qPCR,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Mark Johnson; Sasha Tetzlaff; Aron Katz; Jinelle Sperry,N/A
10.1371/journal.pone.0162493,2016,N/A,Animals; Dna; Mosquito Vectors; Real-Time Polymerase Chain Reaction; Water,Mosquito Vectors,Analysis; Chemistry,PLoS One,N/A,United States,N/A,Judith Schneider; Alice Valentini; Tony Dejean; Fabrizio Montarsi; Pierre Taberlet; Olivier Glaizot; Luca Fumagalli,N/A
10.1038/s41598-022-23888-1,2022,N/A,"Animals; Rivers; Water Quality; Dna Barcoding, Taxonomic; Arthropods; Rna; Environmental Monitoring; Dna, Environmental","Arthropods; Dna, Environmental",Methods; Genetics; Genetics; Methods; Genetics,Sci Rep,N/A,England,N/A,Kaede Miyata; Yasuaki Inoue; Yuto Amano; Tohru Nishioka; Tomohisa Nagaike; Takamitsu Kawaguchi; Osamu Morita; Masayuki Yamane; Hiroshi Honda,N/A
10.1371/journal.pone.0225409,2019,N/A,"Animals; Biodiversity; Biological Monitoring; Dna; Dna Barcoding, Taxonomic; Ecosystem; Environmental Monitoring; Fresh Water; Invertebrates; Water",Biodiversity; Dna; Ecosystem; Environmental Monitoring,Classification; Genetics,PLoS One,N/A,United States,N/A,Mehrdad Hajibabaei; Teresita M Porter; Chloe V Robinson; Donald J Baird; Shadi Shokralla; Michael T G Wright,N/A
10.1371/journal.pone.0179443,2017,N/A,"Aquatic Organisms; Biodiversity; Dna Barcoding, Taxonomic; Dna, Ribosomal; Eukaryota; Rna, Ribosomal","Aquatic Organisms; Biodiversity; Dna, Ribosomal; Eukaryota",Chemistry; Genetics; Methods; Chemistry; Genetics; Isolation & Purification; Chemistry; Genetics; Genetics,PLoS One,N/A,United States,N/A,Anders Lanzén; Katrine Lekang; Inge Jonassen; Eric M Thompson; Christofer Troedsson,N/A
10.1371/journal.pone.0022588,2011,N/A,Animals; Biodiversity; Ecosystem; Humans; Marine Biology; Oceans And Seas,Ecosystem,N/A,PLoS One,N/A,United States,N/A,Eva Ramirez-Llodra; Paul A Tyler; Maria C Baker; Odd Aksel Bergstad; Malcolm R Clark; Elva Escobar; Lisa A Levin; Lenaick Menot; Ashley A Rowden; Craig R Smith; Cindy L Van Dover,N/A
10.1371/journal.pone.0012444,2010,N/A,Animals; Biomass; Carbon; Carbon Cycle; Carbon Sequestration; Ecosystem; Fisheries; Oceans And Seas; Population Dynamics; Whales,Carbon Cycle,Metabolism; Metabolism,PLoS One,N/A,United States,N/A,Andrew J Pershing; Line B Christensen; Nicholas R Record; Graham D Sherwood; Peter B Stetson,N/A
10.1002/ece3.7658,2021,environmental DNA; in silico; metabarcoding; primer selection; tank,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Lu Shu; Arne Ludwig; Zuogang Peng,N/A
10.1093/dnares/dsac018,2022,eDNA barcoding; eDNA metabarcoding; environmental DNA (eDNA); environmental RNA (eRNA),"Biodiversity; Dna Barcoding, Taxonomic; Dna, Environmental; Ecosystem; Environmental Monitoring","Dna, Environmental",Methods; Methods,DNA Res,N/A,England,N/A,Toshifumi Minamoto,N/A
10.1371/journal.pone.0224119,2020,N/A,"Aquatic Organisms; Biodiversity; Dna Barcoding, Taxonomic; Dna, Environmental","Biodiversity; Dna Barcoding, Taxonomic",Genetics; Genetics,PLoS One,N/A,United States,N/A,Beverly McClenaghan; Zacchaeus G Compson; Mehrdad Hajibabaei,N/A
10.1002/ece3.5871,2019,Caribbean; biomonitoring; ecosystems; environmental DNA; marine biodiversity,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Judith Bakker; Owen S Wangensteen; Charles Baillie; Dayne Buddo; Demian D Chapman; Austin J Gallagher; Tristan L Guttridge; Heidi Hertler; Stefano Mariani,N/A
10.1016/j.mex.2021.101238,2021,MiFish; PCR efficiency; Pumped deep-sea water; eDNA yield,N/A,N/A,N/A,MethodsX,N/A,Netherlands,N/A,Masaru Kawato; Takao Yoshida; Masaki Miya; Shinji Tsuchida; Yuriko Nagano; Michiyasu Nomura; Akinori Yabuki; Yoshihiro Fujiwara; Katsunori Fujikura,N/A
10.1038/s41598-020-77179-8,2020,N/A,"Biodiversity; Dna Barcoding, Taxonomic; Dna, Environmental; Environmental Monitoring; Foraminifera; Fossils; Geologic Sediments; Newfoundland And Labrador; Oceans And Seas; Plankton",Oceans And Seas,Methods; Genetics; Methods; Genetics; Parasitology; Parasitology; Parasitology,Sci Rep,N/A,England,N/A,Inès Barrenechea Angeles; Franck Lejzerowicz; Tristan Cordier; Janin Scheplitz; Michal Kucera; Daniel Ariztegui; Jan Pawlowski; Raphaël Morard,N/A
10.1038/s41396-019-0457-1,2019,N/A,"Arctic Regions; Biodiversity; Climate; Dna, Ancient; Eukaryota; Fossils; Geologic Sediments; Greenland; Ice Cover",N/A,Analysis; Genetics; Isolation & Purification; Chemistry; Chemistry,ISME J,N/A,England,N/A,Stijn De Schepper; Jessica L Ray; Katrine Sandnes Skaar; Henrik Sadatzki; Umer Z Ijaz; Ruediger Stein; Aud Larsen,N/A
10.1002/mbo3.611,2018,16S rRNA gene; Illumina; high-throughput sequencing; microbial diversity,"Bacteria; Dna Primers; Dna, Bacterial; Environmental Microbiology; High-Throughput Nucleotide Sequencing; Microbiota; Rna, Ribosomal, 16S",N/A,Classification; Genetics; Isolation & Purification; Genetics; Genetics; Economics; Instrumentation; Methods; Genetics,Microbiologyopen,N/A,England,N/A,Monica Pichler; Ömer K Coskun; Ana-Sofia Ortega-Arbulú; Nicola Conci; Gert Wörheide; Sergio Vargas; William D Orsi,N/A
10.1002/ece3.9675,2023,COI metabarcoding; Panama Canal; environmental DNA (eDNA); fish invasion; gillnet fish sampling,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Lennart Schreiber; Gustavo A Castellanos-Galindo; D Ross Robertson; Mark Torchin; Karina Chavarria; Silke Laakmann; Kristin Saltonstall,N/A
10.1038/s41598-023-32862-4,2023,N/A,"Animals; Dna, Environmental; Arthropods; Dna Barcoding, Taxonomic; Dna; Plants; Water; Biodiversity","Dna, Environmental; Arthropods",Genetics; Genetics; Methods; Genetics; Genetics,Sci Rep,N/A,England,N/A,Kinuyo Yoneya; Masayuki Ushio; Takeshi Miki,N/A
10.7717/peerj.7335,2019,Environmental DNA; Freshwater; High-throughput sequencing; Metabarcoding; Replicates; Sampling strategy; Spatiotemporal variation,N/A,N/A,N/A,PeerJ,N/A,United States,N/A,Kevin K Beentjes; Arjen G C L Speksnijder; Menno Schilthuizen; Marten Hoogeveen; Berry B van der Hoorn,N/A
10.1098/rsos.160635,2016,eDNA; freshwater bioassessment; metabarcoding,N/A,N/A,N/A,R Soc Open Sci,N/A,England,N/A,Nicholas K M Lim; Ywee Chieh Tay; Amrita Srivathsan; Jonathan W T Tan; Jeffrey T B Kwik; Bilgenur Baloğlu; Rudolf Meier; Darren C J Yeo,N/A
10.1186/s12862-021-01947-x,2021,Methods comparison; Plant genetics; eDNA,"Biodiversity; Dna Barcoding, Taxonomic; Dna, Environmental; Environmental Monitoring; Humans; Surveys And Questionnaires","Dna, Environmental",N/A,BMC Ecol Evol,N/A,England,1S10OD025115-01,Mark D Johnson; Mohamed Fokar; Robert D Cox; Matthew A Barnes,N/A
10.1007/s00442-023-05428-4,2023,Biodiversity assessment; Biomonitoring; Environmental DNA; Metabarcoding; Spatial ecology,"Animals; Dna, Environmental; Environmental Monitoring; Dna Barcoding, Taxonomic; Biodiversity; Vertebrates; Ecosystem; Fishes; Mammals","Dna, Environmental",Genetics; Genetics; Genetics,Oecologia,N/A,Germany,N/A,Merin Reji Chacko; Florian Altermatt; Fabian Fopp; Antoine Guisan; Thomas Keggin; Arnaud Lyet; Pierre-Louis Rey; Eilísh Richards; Alice Valentini; Conor Waldock; Loïc Pellissier,N/A
10.1371/journal.pone.0157505,2016,N/A,"Alberta; Dna Barcoding, Taxonomic; Dna, Intergenic; Dna, Plant; Databases, Genetic; Ecosystem; Genetic Markers; High-Throughput Nucleotide Sequencing; Metagenome; Molecular Sequence Annotation; Phylogeny; Plants; Pollen; Ribulose-Bisphosphate Carboxylase; Seeds; Soil",Metagenome; Phylogeny,Genetics; Genetics; Classification; Genetics; Genetics; Genetics; Genetics; Chemistry,PLoS One,N/A,United States,N/A,Nicole A Fahner; Shadi Shokralla; Donald J Baird; Mehrdad Hajibabaei,N/A
10.1093/nar/gkl938,2007,N/A,"Base Sequence; Conserved Sequence; Dna Primers; Dna, Chloroplast; Databases, Nucleic Acid; Introns; Molecular Sequence Data; Plants; Polymerase Chain Reaction; Sequence Analysis, Dna",Introns,Chemistry; Classification; Genetics; Methods,Nucleic Acids Res,N/A,England,N/A,Pierre Taberlet; Eric Coissac; François Pompanon; Ludovic Gielly; Christian Miquel; Alice Valentini; Thierry Vermat; Gérard Corthier; Christian Brochmann; Eske Willerslev,N/A
10.1073/pnas.0503123102,2005,N/A,"Atropa Belladonna; Cell Nucleus; Dna, Chloroplast; Dna, Intergenic; Dna, Plant; Electronic Data Processing; Flowers; Genes, Plant; Magnoliopsida; Molecular Sequence Data; Phylogeny; Plastids; Species Specificity; Nicotiana",N/A,Genetics; Genetics; Genetics; Genetics; Genetics; Methods; Classification; Cytology; Genetics; Genetics; Classification; Cytology; Genetics; Genetics; Genetics,Proc Natl Acad Sci U S A,N/A,United States,N/A,W John Kress; Kenneth J Wurdack; Elizabeth A Zimmer; Lee A Weigt; Daniel H Janzen,N/A
10.1111/mec.15734,2021,conservation biology; environmental DNA; insects; invertebrates,"Animals; Biodiversity; Cattle; Dna Barcoding, Taxonomic; Dna, Environmental; Environmental Monitoring; Forests; Invertebrates","Dna, Environmental",Genetics,Mol Ecol,N/A,England,N/A,Eva Egelyng Sigsgaard; Kent Olsen; Morten D D Hansen; Oskar Liset Pryds Hansen; Toke Thomas Høye; Jens-Christian Svenning; Philip Francis Thomsen,N/A
10.1002/lom3.10237,2018,N/A,N/A,N/A,N/A,Limnol Oceanogr Methods,N/A,United States,N/A,Anni Djurhuus; Kathleen Pitz; Natalie A Sawaya; Jaimie Rojas-Márquez; Brianna Michaud; Enrique Montes; Frank Muller-Karger; Mya Breitbart,N/A
10.1038/s41598-021-90598-5,2021,N/A,"Animals; Biodiversity; Dna, Environmental; Ecology; Mammals; Rivers",Biodiversity,Analysis; Chemistry; Economics; Methods; Genetics; Chemistry,Sci Rep,N/A,England,N/A,Arnaud Lyet; Loïc Pellissier; Alice Valentini; Tony Dejean; Abigail Hehmeyer; Robin Naidoo,N/A
10.1098/rsos.160252,2016,carnivore conservation; large carnivores; predator–prey; prey base; prey depletion,N/A,N/A,N/A,R Soc Open Sci,N/A,England,N/A,Christopher Wolf; William J Ripple,N/A
10.1371/journal.pone.0094109,2014,N/A,"Animals; Animals, Wild; Conservation Of Natural Resources; Crime; Ecosystem; Financing, Government; Humans; Population Dynamics; Social Change; Zambia",N/A,Economics; Methods; Statistics & Numerical Data; Prevention & Control; Statistics & Numerical Data,PLoS One,N/A,United States,N/A,Peter A Lindsey; Vincent R Nyirenda; Jonathan I Barnes; Matthew S Becker; Rachel McRobb; Craig J Tambling; W Andrew Taylor; Frederick G Watson; Michael t'Sas-Rolfes,N/A
10.1371/journal.pone.0039337,2012,N/A,"Africa, Eastern; Conservation Of Natural Resources; Forestry; Humans; Linear Models; Population Density; Satellite Communications; Trees",Conservation Of Natural Resources,Growth & Development,PLoS One,N/A,United States,N/A,Marion Pfeifer; Neil D Burgess; Ruth D Swetnam; Philip J Platts; Simon Willcock; Robert Marchant,N/A
